title	filenames	captions
Groote Laagte	Botswana_location_map.svg	Groote Laagte is located in Botswana
Gol (crater)	Gol_crater_262S29_262S31.jpg	Viking Orbiter 1 mosaic
François-César Le Tellier de Courtanvaux	Tour_observatoire_de_Courtanvaux.jpg	Colombes observatory tower
Grasshopper (Vine novel)	Grasshoppercover.jpg	First edition (UK)
Gymnastics at the 2015 Southeast Asian Games – Women's uneven bars	Gold_medal_icon.svg	gold medal
Gymnastics at the 2015 Southeast Asian Games – Women's uneven bars	Silver_medal_icon.svg	silver medal
Gymnastics at the 2015 Southeast Asian Games – Women's uneven bars	Bronze_medal_icon.svg	bronze medal
Guardiamarina Zañartu Airport	Chile_location_map.svg	WPU is located in Chile
Hoopers Mill, Wisconsin	USA_Wisconsin_location_map.svg	Hoopers Mill is located in Wisconsin
Hoopers Mill, Wisconsin	Usa_edcp_location_map.svg	Hoopers Mill is located in the United States
Francisco de Paula Búrquez	FRANCISCOBURQUEZ.jpg	Búrquez in 2015
Gymnastics at the 2015 Southeast Asian Games – Women's floor	Gold_medal_icon.svg	gold medal
Gymnastics at the 2015 Southeast Asian Games – Women's floor	Silver_medal_icon.svg	silver medal
Gymnastics at the 2015 Southeast Asian Games – Women's floor	Bronze_medal_icon.svg	bronze medal
Four Corners, Burnett County, Wisconsin	USA_Wisconsin_location_map.svg	Four Corners is located in Wisconsin
Four Corners, Burnett County, Wisconsin	Usa_edcp_location_map.svg	Four Corners is located in the United States
George Whitaker (educator)	Georgewhitaker.JPG	A plate of Whitaker taken in the last years of his term as Provost of Trinity
Horse Creek, Wisconsin	USA_Wisconsin_location_map.svg	Horse Creek, Wisconsin is located in Wisconsin
Horse Creek, Wisconsin	Usa_edcp_location_map.svg	Horse Creek, Wisconsin is located in the United States
Fredericton-Fort Nashwaak	Fredericton-fortnashwaak.PNG	Contrasting the old Fredericton-Fort Nashwaak (1995–2006) in red with the new (2006 to present) in blue
Green Bay High School, Auckland	Green_Bay_High_School_-_8699184647.jpg	Green Bay High School in 2013
Gymnastics at the 2015 Southeast Asian Games – Men's horizontal bar	Gold_medal_icon.svg	gold medal
Gymnastics at the 2015 Southeast Asian Games – Men's horizontal bar	Silver_medal_icon.svg	silver medal
Gymnastics at the 2015 Southeast Asian Games – Men's horizontal bar	Bronze_medal_icon.svg	bronze medal
Gulmohar (film)	Gulmohar_(Film_2009).jpg	Theatrical release poster
George William, Duke of Brunswick-Lüneburg	Anselmus-van-Hulle-Hommes-illustres_MG_0446.tif	Portrait of Georg Wilhelm after Anselm van Hulle by Pieter de Jode II
Freeman, Langlade County, Wisconsin	USA_Wisconsin_location_map.svg	Freeman is located in Wisconsin
Freeman, Langlade County, Wisconsin	Usa_edcp_location_map.svg	Freeman is located in the United States
Guder River	Abbay_OSM.png	Map showing the Abbay basin, with the Guder River (Bottom right)
Gymnastics at the 2019 Southeast Asian Games – Women's uneven bars	Gold_medal_icon.svg	gold medal
Gymnastics at the 2019 Southeast Asian Games – Women's uneven bars	Silver_medal_icon.svg	silver medal
Gymnastics at the 2019 Southeast Asian Games – Women's uneven bars	Bronze_medal_icon.svg	bronze medal
Gorham station (Grand Trunk Railway)	Gorham_station_front_view,_August_2012.JPG	The former station building in August 2012
Gorham station (Grand Trunk Railway)	Grand_Trunk_Station,_Gorham.jpg	A postcard view of the station around 1900
Goodrich (community), Wisconsin	Goodrich,_Wisconsin.JPG	Goodrich, Wisconsin in November 2013.
Goodrich (community), Wisconsin	USA_Wisconsin_location_map.svg	Goodrich, Wisconsin is located in Wisconsin
Goodrich (community), Wisconsin	Usa_edcp_location_map.svg	Goodrich, Wisconsin is located in the United States
Fred Bullock	F_E_Bullock_-_Huddersdfield.jpg	Bullock while with Huddersfield Town in 1920.
Gundlander	Gundlander.png	The Gundlander
Geospatial predictive modeling	Signature_Analyst_Assessment_of_DC.jpg	Crime Forecast of Washington DC. Red and orange colors indicate areas of high risk.
Gustavsberg, Värmdö	Gustavsbergs_kyrka.jpg	Gustavsberg Church
Gustavsberg, Värmdö	Location_map_Sweden_Stockholm_County.png	Gustavsberg is located in Stockholm
Gustavsberg, Värmdö	Sweden_location_map.svg	Gustavsberg is located in Sweden
Gustavsberg, Värmdö	Europe_EU_laea_location_map.svg	Gustavsberg is located in European Union
Gustavsberg, Värmdö	Gustavsberg_IF_vs_BolticGöta.JPG	The bandy team Gustavsbergs IF playing in Karlstad
Gustavsberg, Värmdö	Stockholm_län_vapen.svg	Coat of arms of Stockholm County
Gökçeada (district)	Turkey_adm_location_map.svg	Gökçeada is located in Turkey
Gökçeada (district)	Gökçeada-Town-1967.jpg	Gökçeada 1967
Gökçeada (district)	View_of_artificial_lake_from_Tepeköy_village,_Gökçeada,_Turkey_-_20050713.jpg	Zeytinli köyü
Gökçeada (district)	Gokceada_zeytinli_barbayorga_3.JPG	Zeytinli köyü
Gökçeada (district)	George_Drewry_and_Wilfred_Malleson.jpg	Three Royal Navy midshipmen, George Drewry, Wilfred Malleson and Greg Russell, having a picnic on Imbros during the Battle of Gallipoli
Gökçeada (district)	Armed_students_in_Gökçeada_1967.jpg	"Students of ""İmroz İlköğretmen Okulu/Imbros Education High School"" in military training class, 03.12.1967"
Gökçeada (district)	Çanakkale_districts.png	Districts of Çanakkale
Gymnastics at the 2015 Southeast Asian Games – Men's parallel bars	Gold_medal_icon.svg	gold medal
Gymnastics at the 2015 Southeast Asian Games – Men's parallel bars	Silver_medal_icon.svg	silver medal
Gymnastics at the 2015 Southeast Asian Games – Men's parallel bars	Bronze_medal_icon.svg	bronze medal
Government of Adrián Barbón	Logo_Gobierno_Principado_de_Asturias.gif	Government of the Principality of Asturias Logo
Germantown, Richland County, Wisconsin	USA_Wisconsin_location_map.svg	Germantown, Wisconsin is located in Wisconsin
Germantown, Richland County, Wisconsin	Usa_edcp_location_map.svg	Germantown, Wisconsin is located in the United States
GwangjuSongjeong Station	South_Korea_adm_location_map.svg	GwangjuSongjeong Station is located in South Korea
Frelighsburg, Quebec	Frelighsburg-moulin_de_Frelich.jpg	The Freligh Mill on Pike River
Frelighsburg, Quebec	Frelighsburg_Quebec_location_diagram.PNG	Location within Brome-Missisquoi RCM.
Frelighsburg, Quebec	Canada_Southern_Quebec_location_map.png	Frelighsburg is located in Southern Quebec
Frelighsburg, Quebec	Frelighsburg-Eglise_St-François_Assise.jpg	Saint-François d'Assise Church
Frelighsburg, Quebec	Frelighsburg-Townhall.jpg	Frelighsburg Town Hall
Frelighsburg, Quebec	Frelighsburg-chutes_Hunter.jpg	Hunter Falls
Frelighsburg, Quebec	Frelighsburg-Ecole_St-François_Assise.jpg	Ecole Saint-François d'Assise
Frelighsburg, Quebec	ORCHARD_2020.jpg	Orchard - Maison d'époque.
Gymnastics at the 2017 Southeast Asian Games – Men's artistic team all-around	Gold_medal_icon.svg	gold medal
Gymnastics at the 2017 Southeast Asian Games – Men's artistic team all-around	Silver_medal_icon.svg	silver medal
Gymnastics at the 2017 Southeast Asian Games – Men's artistic team all-around	Bronze_medal_icon.svg	bronze medal
Howrah–Allahabad–Mumbai line	Jabalpur_stationboard.JPG	Jabalpur Junction an important railway station on Howrah–Allahabad–Mumbai line
Gymnastics at the 2015 Southeast Asian Games – Women's rhythmic individual all-around	Gold_medal_icon.svg	gold medal
Gymnastics at the 2015 Southeast Asian Games – Women's rhythmic individual all-around	Gold_medal_icon.svg	gold medal
Gymnastics at the 2015 Southeast Asian Games – Women's rhythmic individual all-around	Bronze_medal_icon.svg	bronze medal
Güldarbı, Çubuk	Turkey_adm_location_map.svg	Güldarbı is located in Turkey
Fraunhofer Institute for Systems and Innovation Research ISI	Fraunhofer_Institute_for_Systems_and_Innovation_Research_(ISI).jpg	Fraunhofer ISI in Karlsruhe
Gifaata	Men_playing_leke.jpg	"Wolaytas playing ""Leke"" at the Gifaata festival"
Hraki	SyriaIdlib.PNG	Idlib Governorate within Syria
Hraki	Idlib_blank_districts.png	Idlib Governorate
Gymnastics at the 2015 Southeast Asian Games – Women's artistic individual all-around	Gold_medal_icon.svg	gold medal
Gymnastics at the 2015 Southeast Asian Games – Women's artistic individual all-around	Silver_medal_icon.svg	silver medal
Gymnastics at the 2015 Southeast Asian Games – Women's artistic individual all-around	Bronze_medal_icon.svg	bronze medal
Grand Trunk station (Hamilton)	Grand_Trunk_Station,_Hamilton.JPG	View of station in 1911
Gim Hyowon	Workbook_of_Sungam_Kim_Hyowon.jpg	Workbook of Seongam Gim Hyowon
Grand Trunk Western station (Lansing)	Grand_Trunk_Depot_Lansing.jpg	View of station in 2014
Grand Trunk Western station (Lansing)	USA_Michigan_location_map.svg	Grand Trunk Western station (Lansing) is located in Michigan
Grand Trunk Western station (Lansing)	Usa_edcp_location_map.svg	Grand Trunk Western station (Lansing) is located in the United States
Grand Trunk Western station (Lansing)	Grand_Trunk_Station,_Lansing.jpg	View of Station in 1910
Hudson Bay (electoral district)	NU_Elections_Hudson_Bay.svg	Boundaries of Hudson Bay
Gymnastics at the 2019 Southeast Asian Games – Men's horizontal bars	Gold_medal_icon.svg	gold medal
Gymnastics at the 2019 Southeast Asian Games – Men's horizontal bars	Silver_medal_icon.svg	silver medal
Gymnastics at the 2019 Southeast Asian Games – Men's horizontal bars	Bronze_medal_icon.svg	bronze medal
Gümerdiğin, Şabanözü	Turkey_adm_location_map.svg	Gümerdiğin is located in Turkey
Granite Quarry, Wisconsin	USA_Wisconsin_location_map.svg	Granite Quarry, Wisconsin is located in Wisconsin
French frigate Tourville (D 610)	Tourville_-_Brest_2008-2.jpg	Frigate Tourville
French frigate Tourville (D 610)	040_L'ex_Tourville_en_attente_dans_la_penfeld.jpg	The former Tourville, decommissioned and planned for scrapping, moored to a pier of the Penfeld
French frigate Tourville (D 610)	Tourville_1.jpg	Close-up of the bridge of Tourville. The rescue crafts are clearly visible, as well as the Exocet launchers and the firing control systems
French frigate Tourville (D 610)	Tourville_2.jpg	Close-up of the bow deck of Tourville; the 100 mm turret is clearly visible
French frigate Tourville (D 610)	Tourville_3.jpg	Close-up of the bow deck of Tourville; the 100 mm turret is clearly visible
French frigate Tourville (D 610)	Tourville_4.jpg	The frigate Tourville
French frigate Tourville (D 610)	Tourville_5.jpg	The frigate Tourville
Glencoe (community), Wisconsin	USA_Wisconsin_location_map.svg	Glencoe is located in Wisconsin
Glencoe (community), Wisconsin	Usa_edcp_location_map.svg	Glencoe is located in the United States
Gymnastics at the 2019 Southeast Asian Games – Clubs	Gold_medal_icon.svg	gold medal
Gymnastics at the 2019 Southeast Asian Games – Clubs	Silver_medal_icon.svg	silver medal
Gymnastics at the 2019 Southeast Asian Games – Clubs	Bronze_medal_icon.svg	bronze medal
HMAS Rankin (SSG 78)	HMAS_Rankin_2006.jpg	HMAS Rankin underway in 2006
HMAS Rankin (SSG 78)	Rankin_badge.png	Ship's badge
HMAS Rankin (SSG 78)	HMAS_Rankin_at_periscope_depth.jpg	Rankin underway at periscope depth during the boat's participation in RIMPAC 04
Grbavci (Podgorica)	Montenegro_adm_location_map.svg	Grbavci is located in Montenegro
Full Range Leadership Model	Hou710_LeadershipStyles.svg	Sketch of the three sub-types of leadership styles occurring within the Full Range of Leadership Model. Abscissa is the engagement by the leader (from passive to active), ordinate is the effectiveness.
Full Range Leadership Model	Symbol_portal_class.svg	Portal
Frida – The DVD	Anni-Frid_Lyngstad_(cropped).jpg	Lyngstad in 2008
Frida – The DVD	Matterhorn_Cervin.JPG	Matterhorn in 2012. This is the north-east side of Matterhorn in background that was filmed during Jankell's interview with Frida at Chez Vrony.
Greek Town riot	Coat_of_arms_of_Greece.svg	Coat of arms of Greece
Greek Town riot	Greek_town_riot.png	A Greek hotel wrecked and set on fire during the riot
Gymnastics at the 2021 Southeast Asian Games – Men's parallel bars	Gold_medal_icon.svg	gold medal
Gymnastics at the 2021 Southeast Asian Games – Men's parallel bars	Silver_medal_icon.svg	silver medal
Gymnastics at the 2021 Southeast Asian Games – Men's parallel bars	Bronze_medal_icon.svg	bronze medal
Furnifold McLendel Simmons	Seal_of_the_United_States_Senate.svg	United States Senate
Furnifold McLendel Simmons	Seal_of_the_United_States_Senate.svg	Seal of the United States Senate
Furnifold McLendel Simmons	Seal_of_the_United_States_Senate.svg	Seal of the United States Senate
Greens Corners, Wisconsin	USA_Wisconsin_location_map.svg	Greens Corners, Wisconsin is located in Wisconsin
Greens Corners, Wisconsin	Usa_edcp_location_map.svg	Greens Corners, Wisconsin is located in the United States
Ganei Tal, Hof Aza	Israel_outline_northwest_negev.png	Ganei Tal is located in the Gaza Strip
HMCS Valleyfield (K329)	Hmcs_valleyfield.jpg	 Valleyfield in harbour
Grenfell Beach, Saskatchewan	Canada_Saskatchewan_location_map.svg	Grenfell Beach is located in Saskatchewan
Hunan University of Technology and Commerce	Hunan_University_of_Commerce17.jpg	The school gate.
Hunan University of Technology and Commerce	Hunan_University_of_Commerce6.jpg	The teaching building.
Hunan University of Technology and Commerce	Hunan_University_of_Commerce9.jpg	The library.
Gostilj, Podgorica	Montenegro_adm_location_map.svg	Gostilj is located in Montenegro
Grand Trunk station (Lewiston)	Lewiston_Maine_depot_postcard.jpg	1912 postcard showing the station
Grand Trunk station (Lewiston)	USA_Maine_location_map.svg	Grand Trunk station (Lewiston) is located in Maine
Grand Trunk station (Lewiston)	Usa_edcp_location_map.svg	Grand Trunk station (Lewiston) is located in the United States
Grand Trunk station (Lewiston)	Map_of_Maine_highlighting_Androscoggin_County.svg	Androscoggin County map
Guanajuato City	GuanajuatoCollage.jpg	From the top to the left: Aerial view, Basílica colegiata de Nuestra Señora de Guanajuato, Juarez Theatre, Church of the Company, Universidad de Guanajuato main building, La Valenciana Church
Guanajuato City	Escudo_de_armas_de_la_Ciudad_y_Estado_de_Guanajuato.svg	Coat of arms of Guanajuato
Guanajuato City	Mexico_Guanajuato_location_map.svg	Guanajuato is located in Guanajuato
Guanajuato City	Mexico_States_blank_map.svg	Guanajuato is located in Mexico
Guanajuato City	Guanajuato10_guanajuato.jpg	Basílica colegiata de Nuestra Señora de Guanajuato
Guanajuato City	Vista_interior_de_Basílica_Colegiata_de_Nuestra_Señora_de_Guanajuato.jpg	Interior of the Basilica Colegiata de Nuestra Señora de Guanajuato
Guanajuato City	Panorama_meksičkoga_grada_Guanajuatoa.jpg	The city's Spanish colonial past is well evidenced in its splendid architecture.
Guanajuato City	Spomenik_El_Pípila.jpg	El Pípila statue
Guanajuato City	Alhóndiga_de_Granaditas,_grabado_del_siglo_XIX_-_Ciudad_de_Guanajuato.jpg	Guanajuato in the 19th century
Guanajuato City	PositosStUniGTO.JPG	Pocitos Street, looking toward the University of Guanajuato
Guanajuato City	Tunel_en_Guanajuato.jpg	Tunnel entrance
Guanajuato City	Guanajuato_Subterra.jpg	Street tunnel
Guanajuato City	CayetanoVal3.JPG	San Cayetano Church near La Valenciana mine
Guanajuato City	TourBocaminaGTO.JPG	Tourists visiting the Bocamina mine
Guanajuato City	Las_Momias,_Guanajuato.jpg	A Mummies of Guanajuato display
Guanajuato City	In_the_Catacombs_at_Guanajuato._(15688091546).jpg	Photo of 1897 of the mommies of Guanajuato at 'Old Mexico, 1897,' collected by F. M. White.
Guanajuato City	Entrace_to_the_museum.jpg	View of the entrance to the Mummies of Guanajuato Museum. Above is a wall separating it from the cemetery.
Guanajuato City	360°_Panorama_Guanajuato_Friedhof_cemetery_cementerio.jpg	360° panoramic view of the municipal cemetery next to the Museum of Mummies
Guanajuato City	Tribute_to_cervantes_guanajuato.jpg	Cervantes monument in Guanajuato
Guanajuato City	View_Of_Guanajuato_From_The_Street_(16536560374).jpg	Plaza de la Paz and the Basílica colegiata de Nuestra Señora de Guanajuato (2009)
Guanajuato City	Guanajuato25_guanajuato.jpg	Alhóndiga de Granaditas
Guanajuato City	Edificio_Central_de_la_Universidad_de_Guanajuato_-_Día.jpg	University of Guanajuato
Guanajuato City	OratoriaoSanFelipeGTO1.JPG	La Compañía Church
Guanajuato City	Grad_Guanajuato.jpg	Teatro Juárez
Guanajuato City	EntranceHidalgoMkt.JPG	Hidalgo Market
Guanajuato City	CastillaSantaCecelia2.JPG	Santa Cecilia Castle
Guanajuato City	Casa_Museo_Gene_Byron.jpg	Casa Museo Gene Byron
